ID,Category,Status,Latitude,Longitude,category_encoded,status_encoded,density_score,category_frequency,is_pending,priority_label
906,Pothole,Completed,23.249409197179723,77.40274887618635,1,1,0.11085107435473392,422,0,0
907,Waste,Pending,23.250336921952535,77.39572865157204,3,2,0.13170608408227305,478,1,1
908,Water Supply,Pending,23.252635195071218,77.40627549706733,4,2,0.025816432895664317,158,1,2
909,Waste,Pending,23.24798691486944,77.40211211361813,3,2,0.1981762912961824,478,1,1
910,Drainage,Cancelled,23.25227975712226,77.40044647782827,0,0,0.32360834859525606,223,0,1
911,Waste,Pending,23.25263423013468,77.39989021199877,3,2,0.18231943229019168,478,1,1
912,Drainage,Pending,23.24976386294602,77.40057110814972,0,2,0.4889046552055909,223,1,2
913,Waste,Completed,23.24575629020198,77.40104224485677,3,1,0.08692453062265373,478,0,0
914,Pothole,Pending,23.248784356025812,77.4012904311719,1,2,0.27022229852504975,422,1,2
915,Drainage,Pending,23.25259398909312,77.40111120893201,0,2,0.18006393520838526,223,1,2
916,Water Supply,Completed,23.2499542638754,77.40017916136252,4,1,0.20446524124165666,158,0,1
917,Water Supply,Pending,23.24800139553541,77.39960532315939,4,2,0.26454026273167736,158,1,2
918,Drainage,Cancelled,23.248990450157542,77.3996974534327,0,0,0.5927898238831668,223,0,1
919,Drainage,Completed,23.25168124005301,77.39961018343931,0,1,0.24029545943197878,223,0,1
920,Waste,Pending,23.251093467136403,77.40226754019373,3,2,0.21951381897759104,478,1,1
921,Waste,Cancelled,23.249522135801666,77.40118711344456,3,0,0.3642116015140239,478,0,0
922,Waste,Pending,23.24926635117637,77.39411922273068,3,2,0.04568018667479394,478,1,1
923,Pothole,Pending,23.24921648370191,77.40131180155306,1,2,0.32687924757397724,422,1,2
924,Pothole,Pending,23.248155179631,77.40038947238945,1,2,0.21890045629602278,422,1,2
925,Pothole,Completed,23.25323075137894,77.39996258248712,1,1,0.11348015286849826,422,0,0
926,Waste,Pending,23.24935535906158,77.39922296309383,3,2,0.2674448297196936,478,1,2
927,Streetlight,Cancelled,23.25243431704165,77.40224822543998,2,0,0.1365424457953429,319,0,0
928,Waste,Completed,23.253042632103845,77.40189505292425,3,1,0.16375993934921093,478,0,0
929,Pothole,Pending,23.251996621796295,77.39845424466436,1,2,0.14248798790004039,422,1,1
930,Pothole,Completed,23.249136759374565,77.40081410457425,1,1,0.24541219883554977,422,0,1
931,Drainage,Completed,23.25080746018067,77.39805668653092,0,1,0.2336868202452734,223,0,1
932,Streetlight,Cancelled,23.249951608787217,77.39724076367042,2,0,0.14971807637853773,319,0,0
933,Streetlight,Completed,23.24819259627854,77.39874656555082,2,1,0.37900967526153073,319,0,0
934,Waste,Pending,23.250648718563443,77.40172478694477,3,2,0.21702157466801275,478,1,1
935,Pothole,Completed,23.24764192041768,77.40190625009076,1,1,0.15634970994021016,422,0,0
936,Waste,Pending,23.252375358776924,77.4010261708402,3,2,0.26905585790374237,478,1,1
937,Pothole,Completed,23.249070765405403,77.4014501915737,1,1,0.37193404617003895,422,0,2
938,Pothole,Pending,23.250402319311743,77.40103235657423,1,2,0.201933709601641,422,1,2
939,Waste,Pending,23.250566575743093,77.39871703680956,3,2,0.4022144298873846,478,1,1
940,Waste,Pending,23.249482190052593,77.40086384508935,3,2,0.3493234422049036,478,1,1
941,Water Supply,Pending,23.25117338760295,77.40160081905046,4,2,0.17548753408233586,158,1,2
942,Water Supply,Pending,23.249050192686756,77.40150858265963,4,2,0.3584540159310137,158,1,2
943,Pothole,Completed,23.251742594594916,77.40237782674295,1,1,0.24776697446615406,422,0,0
944,Waste,Pending,23.247308040639503,77.4014166076944,3,2,0.19650554092158076,478,1,1
945,Waste,Pending,23.250252759159093,77.40070289641508,3,2,0.388276234917881,478,1,1
946,Pothole,Completed,23.253877857998116,77.40214030047665,1,1,0.119027255936014,422,0,1
947,Water Supply,Cancelled,23.247999337350787,77.3999469574815,4,0,0.24913942820254675,158,0,1
948,Waste,Pending,23.248644510058952,77.39823625069755,3,2,0.1816803782432018,478,1,1
949,Drainage,Pending,23.251027815699317,77.39967386607212,0,2,0.31317216888567767,223,1,2
950,Waste,Pending,23.25035916356388,77.3985101947104,3,2,0.30612407540235886,478,1,1
951,Water Supply,Completed,23.250701260198547,77.39864964345006,4,1,0.5198312339626618,158,0,1
952,Pothole,Cancelled,23.250978374260296,77.39971096265857,1,0,0.32414263844239466,422,0,1
953,Drainage,Pending,23.25126944293712,77.39841516015801,0,2,0.213739771878345,223,1,2
954,Pothole,Pending,23.252219399683913,77.39938407694073,1,2,0.22824886148285917,422,1,1
955,Streetlight,Cancelled,23.250819637313857,77.3962127706661,2,0,0.1332026620042637,319,0,0
956,Waste,Pending,23.249517484690763,77.40042658741476,3,2,0.6291263618254901,478,1,1
957,Waste,Completed,23.251345147402404,77.40000241095073,3,1,0.2470039756147079,478,0,0
958,Water Supply,Completed,23.25379976386979,77.39836582273787,4,1,0.12868291823024988,158,0,0
959,Water Supply,Pending,23.249734732507235,77.40131849133687,4,2,0.49753070510651337,158,1,2
960,Drainage,Pending,23.24805094139066,77.40187514027527,0,2,0.2044900283135434,223,1,1
961,Streetlight,Pending,23.252214161338575,77.39678488027127,2,2,0.09937704611576878,319,1,1
962,Drainage,Completed,23.249759237672095,77.39847455044287,0,1,0.2691362168555656,223,0,1
963,Waste,Cancelled,23.24565466090797,77.39846171530043,3,0,0.05147097414915056,478,0,0
964,Pothole,Pending,23.2516948433543,77.3981201937978,1,2,0.20512765821983786,422,1,1
965,Pothole,Completed,23.24892934362809,77.40165894968386,1,1,0.23950994476979853,422,0,1
966,Streetlight,Pending,23.249818933435392,77.39961234772247,2,2,0.426381398292075,319,1,1
967,Pothole,Completed,23.25066396066114,77.39947097031738,1,1,0.3055555197649667,422,0,1
968,Waste,Pending,23.250380999359557,77.3959922752712,3,2,0.17111788220065116,478,1,1
969,Streetlight,Cancelled,23.25141890363428,77.40127083606042,2,0,0.15023135264788232,319,0,0
970,Drainage,Completed,23.24912902725886,77.3975214832103,0,1,0.11279040809201266,223,0,0
971,Pothole,Completed,23.25102621159635,77.40011986526054,1,1,0.35528749335586707,422,0,1
972,Waste,Completed,23.24948090664483,77.40055475387592,3,1,0.7109588984017048,478,0,0
973,Waste,Completed,23.251477620961776,77.40272131719168,3,1,0.2573170970805574,478,0,0
974,Waste,Cancelled,23.251230734968026,77.39738235920177,3,0,0.23832674328876777,478,0,0
975,Waste,Completed,23.248129122595913,77.39396097568836,3,1,0.029815990639735408,478,0,0
976,Streetlight,Cancelled,23.25217196423235,77.40036769908951,2,0,0.33832495197538925,319,0,0
977,Streetlight,Completed,23.248928073109777,77.40360102236303,2,1,0.12443850765434335,319,0,0
978,Streetlight,Pending,23.25161611559656,77.40247789270589,2,2,0.3081056718430847,319,1,1
979,Pothole,Completed,23.250734574626804,77.40041931883056,1,1,0.16994527899486472,422,0,1
980,Drainage,Pending,23.25367636735359,77.39901672762875,0,2,0.09948922360817015,223,1,1
981,Waste,Pending,23.249553068035254,77.40161424519329,3,2,0.2326526623827623,478,1,1
982,Pothole,Completed,23.249301366407764,77.3980529076006,1,1,0.12722377206353971,422,0,0
983,Drainage,Completed,23.249961160788224,77.40095271553872,0,1,0.3611059693971781,223,0,1
984,Waste,Pending,23.24939364043433,77.40101094031834,3,2,0.3329701202533224,478,1,1
985,Waste,Pending,23.251599883803884,77.402120419815,3,2,0.22812322461740014,478,1,1
986,Drainage,Pending,23.24676737878313,77.40551932007783,0,2,0.06814835452183524,223,1,1
987,Pothole,Cancelled,23.24789263516171,77.40078483193436,1,0,0.22620549284358893,422,0,1
988,Streetlight,Pending,23.24786439415684,77.3989820727486,2,2,0.24952596546483127,319,1,1
989,Waste,Pending,23.251900615183946,77.39994885137563,3,2,0.5506904341755064,478,1,1
990,Streetlight,Completed,23.253421226745164,77.39646184819023,2,1,0.07628688632731875,319,0,0
991,Pothole,Completed,23.249791101562924,77.39861057373783,1,1,0.2990713540559325,422,0,1
992,Waste,Pending,23.24966235655362,77.39918143512378,3,2,0.2692803575804258,478,1,1
993,Streetlight,Completed,23.250140104326228,77.39895182320414,2,1,0.29333641148946266,319,0,0
994,Waste,Pending,23.252323756605215,77.40030470974408,3,2,0.3217755159086416,478,1,1
995,Pothole,Cancelled,23.248145293731618,77.39835516013524,1,0,0.23361450266233352,422,0,1
996,Waste,Pending,23.25047673796547,77.40224206133466,3,2,0.2605332609430734,478,1,1
997,Waste,Pending,23.251950395259566,77.40000041412985,3,2,0.48599411154216865,478,1,1
998,Waste,Pending,23.25100218833988,77.39998139935773,3,2,0.3857030370611509,478,1,1
999,Waste,Pending,23.2503791632332,77.39934421056698,3,2,0.2252403368295549,478,1,1
1000,Water Supply,Completed,23.252002092185133,77.40031038136772,4,1,0.27091832943123245,158,0,1
1001,Waste,Pending,23.244593535414,77.40165019652935,3,2,0.05018088120584484,478,1,1
1002,Pothole,Pending,23.25135575063906,77.39826573956859,1,2,0.21913997594832654,422,1,1
1003,Waste,Pending,23.248691848633744,77.39868376702185,3,2,0.2687877226582901,478,1,1
1004,Pothole,Pending,23.246338734206287,77.39939254794245,1,2,0.0844664203089003,422,1,1
1005,Water Supply,Pending,23.25102240519905,77.39730825815306,4,2,0.22451787023054032,158,1,2
1006,Waste,Completed,23.252747317090325,77.39836148428056,3,1,0.09681872879175153,478,0,0
1007,Water Supply,Completed,23.249725102970743,77.39904755825292,4,1,0.24186836709648557,158,0,1
1008,Waste,Cancelled,23.251905749094405,77.40174877836144,3,0,0.14478159648295766,478,0,0
1009,Streetlight,Completed,23.253224556515978,77.40052512265801,2,1,0.13018837699219007,319,0,0
1010,Pothole,Completed,23.252629828907168,77.40038717982274,1,1,0.1961491482901856,422,0,0
1011,Drainage,Pending,23.253279929058746,77.40170179592434,0,2,0.13624916333768325,223,1,1
1012,Streetlight,Completed,23.251484254982145,77.39972525642321,2,1,0.2506460872350211,319,0,0
1013,Pothole,Completed,23.250150867277803,77.40078092969986,1,1,0.39692961098333207,422,0,1
1014,Waste,Completed,23.24679606837621,77.39979355649415,3,1,0.12093143760476394,478,0,0
1015,Waste,Pending,23.249507875023745,77.40053072469881,3,2,0.7867350870788663,478,1,1
1016,Water Supply,Pending,23.248313506809367,77.39883448268478,4,2,0.39379779613383287,158,1,2
1017,Pothole,Completed,23.254341885434997,77.39512236568345,1,1,0.03844163111602958,422,0,0
1018,Pothole,Completed,23.249648228375136,77.39973144167563,1,1,0.2990820262645225,422,0,1
1019,Drainage,Cancelled,23.25024640961357,77.4028454962722,0,0,0.1459412455081663,223,0,1
1020,Pothole,Pending,23.251102970752083,77.4018524308045,1,2,0.1977728865028121,422,1,1
1021,Water Supply,Pending,23.250087204892743,77.40193079496919,4,2,0.296602935968983,158,1,2
1022,Streetlight,Pending,23.25339010208086,77.40247226144362,2,2,0.11624901844667997,319,1,1
1023,Streetlight,Completed,23.248754701276532,77.40017731518194,2,1,0.3127869060839151,319,0,0
1024,Drainage,Pending,23.250389214910474,77.40039463141481,0,2,0.22405277620144726,223,1,2
1025,Waste,Pending,23.248515058828605,77.39876469620914,3,2,0.4645901132579325,478,1,1
1026,Waste,Cancelled,23.24735995497756,77.39936785428795,3,0,0.1491116163071603,478,0,0
1027,Pothole,Pending,23.24877646181819,77.40123154229954,1,2,0.24023702174965406,422,1,2
1028,Waste,Completed,23.249925926405904,77.40240776887434,3,1,0.18985824095619308,478,0,0
1029,Streetlight,Pending,23.249141395550964,77.39972110744864,2,2,0.645063805117749,319,1,1
1030,Water Supply,Completed,23.248615158040252,77.3990996214703,4,1,0.29648205217538887,158,0,1
1031,Pothole,Completed,23.247187365072655,77.40000105591771,1,1,0.16183739764048305,422,0,0
1032,Pothole,Cancelled,23.249833788854744,77.40120241349787,1,0,0.41825321570253404,422,0,1
1033,Water Supply,Cancelled,23.246990559251937,77.39711229036774,4,0,0.07818986729847109,158,0,1
1034,Pothole,Pending,23.25152011192738,77.39540763809373,1,2,0.059858671025218094,422,1,1
1035,Pothole,Pending,23.25016487950587,77.39889892630102,1,2,0.30610515476636346,422,1,2
1036,Pothole,Pending,23.24708489700107,77.39755857514818,1,2,0.10157893618424604,422,1,1
1037,Water Supply,Completed,23.2493815818459,77.39898371960471,4,1,0.24529314200085217,158,0,1
1038,Streetlight,Completed,23.248495687188814,77.39970443936237,2,1,0.27456398546917676,319,0,0
1039,Drainage,Pending,23.25063834902084,77.39909350318196,0,2,0.2785785727810926,223,1,2
1040,Drainage,Completed,23.252680900892045,77.40290493506895,0,1,0.12514957409170083,223,0,0
1041,Pothole,Pending,23.24624965506071,77.4006534895292,1,2,0.12392122265679391,422,1,1
1042,Pothole,Completed,23.250230052158297,77.40060094871923,1,1,0.4138207314462225,422,0,1
1043,Drainage,Cancelled,23.24967973440887,77.40124441428809,0,0,0.5364678116164009,223,0,1
1044,Pothole,Pending,23.251342680152906,77.39772233376445,1,2,0.22530274178823562,422,1,1
1045,Drainage,Pending,23.250426393256475,77.40207822357485,0,2,0.34303319578104624,223,1,2
1046,Water Supply,Pending,23.24849606133652,77.39984847142694,4,2,0.22791023976435726,158,1,2
1047,Streetlight,Completed,23.249361892128668,77.40134096123448,2,1,0.31925371400028946,319,0,0
1048,Streetlight,Completed,23.248407948286392,77.39785628553392,2,1,0.1636926712997728,319,0,1
1049,Drainage,Pending,23.252152014277197,77.39689248246798,0,2,0.10599284138663585,223,1,1
1050,Drainage,Pending,23.250042623297343,77.40163577931605,0,2,0.2002034837288683,223,1,1
1051,Pothole,Pending,23.240752819052194,77.42211987276809,1,2,0.12618555888892985,422,1,1
1052,Waste,Pending,23.238195896891284,77.42123401189916,3,2,0.30654335207841815,478,1,1
1053,Pothole,Completed,23.23826067383745,77.4213671386464,1,1,0.27209175300654026,422,0,0
1054,Streetlight,Pending,23.242250869568828,77.4172680885776,2,2,0.18484068474550802,319,1,1
1055,Pothole,Completed,23.237621176214265,77.42242388797078,1,1,0.1317496429099946,422,0,0
1056,Streetlight,Completed,23.24328534590651,77.42052250106246,2,1,0.15929242237577648,319,0,0
1057,Pothole,Pending,23.238198758530704,77.4192614457215,1,2,0.2342771936872154,422,1,1
1058,Streetlight,Pending,23.241276783851216,77.42028677693469,2,2,0.22670227221465314,319,1,1
1059,Waste,Completed,23.2393427630485,77.41644752953421,3,1,0.07762597841150756,478,0,0
1060,Streetlight,Cancelled,23.241206374862163,77.42081730562296,2,0,0.42472665401919735,319,0,0
1061,Pothole,Pending,23.23891177199577,77.41794125698364,1,2,0.18703467595492834,422,1,1
1062,Waste,Pending,23.239674414187853,77.41729465942831,3,2,0.18065059535436265,478,1,1
1063,Waste,Pending,23.24008183835079,77.41695528162757,3,2,0.16220732112957056,478,1,1
1064,Streetlight,Completed,23.23799562508843,77.42222537674998,2,1,0.1462506168589972,319,0,0
1065,Pothole,Pending,23.24148164869084,77.41874147321262,1,2,0.2613340230584657,422,1,1
1066,Waste,Pending,23.238973572867057,77.42306745541984,3,2,0.1499672285001477,478,1,1
1067,Water Supply,Completed,23.23954280016932,77.4189283970739,4,1,0.1837721034360655,158,0,1
1068,Streetlight,Completed,23.238011301250783,77.41658528408482,2,1,0.08364500603219654,319,0,0
1069,Water Supply,Pending,23.234875332682407,77.4177669511201,4,2,0.04551314419809779,158,1,2
1070,Pothole,Completed,23.2396179444748,77.42247162324001,1,1,0.1972768496703711,422,0,0
1071,Pothole,Completed,23.244825230843222,77.41968820364413,1,1,0.048391061549404396,422,0,0
1072,Drainage,Pending,23.241569208575793,77.41890342540702,0,2,0.2132393212498888,223,1,1
1073,Pothole,Pending,23.23996147924053,77.42032003645171,1,2,0.22652485639699402,422,1,1
1074,Streetlight,Completed,23.23947421834158,77.42100356547233,2,1,0.38969295721809705,319,0,2
1075,Waste,Pending,23.240044931785626,77.4222347976318,3,2,0.1472567081855722,478,1,1
1076,Pothole,Completed,23.24109423823035,77.42289699845979,1,1,0.20341062462006254,422,0,0
1077,Waste,Cancelled,23.237638374369386,77.41928046270843,3,0,0.22854876493141257,478,0,0
1078,Waste,Pending,23.242228643389335,77.41734790462783,3,2,0.18345499676728874,478,1,1
1079,Waste,Pending,23.24143076263088,77.41917306967775,3,2,0.16513369869327632,478,1,1
1080,Waste,Pending,23.241436371451417,77.42052056101316,3,2,0.3556633623776729,478,1,1
1081,Water Supply,Completed,23.240876951477617,77.41807248214758,4,1,0.21331764408256654,158,0,1
1082,Waste,Cancelled,23.240039233315382,77.41808569817022,3,0,0.2727874693191729,478,0,0
1083,Streetlight,Completed,23.241345722471937,77.4206875757631,2,1,0.4617996098910267,319,0,0
1084,Drainage,Pending,23.24118362826748,77.41990269529686,0,2,0.2926616920046552,223,1,1
1085,Streetlight,Completed,23.23929191857812,77.42006559399083,2,1,0.26436185805992696,319,0,0
1086,Waste,Pending,23.238852796454204,77.4184830093306,3,2,0.26370926447814214,478,1,1
1087,Streetlight,Completed,23.24020371259052,77.41953919857158,2,1,0.5721639091286543,319,0,0
1088,Streetlight,Pending,23.24309804030299,77.41815153371147,2,2,0.11840763252746066,319,1,1
1089,Streetlight,Pending,23.237521785848692,77.42178039682226,2,2,0.18571225258449411,319,1,1
1090,Drainage,Completed,23.237064949468493,77.42207049866946,0,1,0.10645087223786491,223,0,0
1091,Water Supply,Completed,23.240329521682472,77.41630762427553,4,1,0.08960502373139939,158,0,1
1092,Streetlight,Pending,23.240101775403712,77.41814097827962,2,2,0.2987451644285242,319,1,1
1093,Pothole,Pending,23.240346683328735,77.41700694148982,1,2,0.16148224990648738,422,1,1
1094,Streetlight,Completed,23.240487906395817,77.41869995213119,2,1,0.1733748818630922,319,0,0
1095,Waste,Completed,23.23955359549073,77.41983312406042,3,1,0.3241655645545346,478,0,0
1096,Drainage,Pending,23.2429797268772,77.4171007095606,0,2,0.0983537442653299,223,1,1
1097,Waste,Pending,23.236798192043047,77.41815628037375,3,2,0.07839051110264239,478,1,1
1098,Pothole,Pending,23.238343005950437,77.41799208525583,1,2,0.16205265405378294,422,1,1
1099,Drainage,Cancelled,23.239793490479705,77.4204145346588,0,0,0.22468526402488345,223,0,1
1100,Streetlight,Completed,23.23671362237769,77.42013868867407,2,1,0.14784524138095634,319,0,0
1101,Pothole,Completed,23.239648291191138,77.41855652489333,1,1,0.22879526448210225,422,0,0
1102,Pothole,Completed,23.243322940331453,77.42035364174428,1,1,0.20241641557973983,422,0,0
1103,Drainage,Pending,23.24004177297659,77.41890663983082,0,2,0.24460936983282647,223,1,1
1104,Pothole,Completed,23.240461401811437,77.41945668977935,1,1,0.22067719111901204,422,0,1
1105,Drainage,Pending,23.237479670469657,77.4233469041806,0,2,0.09806648595420897,223,1,1
1106,Waste,Pending,23.23876727718392,77.42268092210358,3,2,0.1956890608504235,478,1,1
1107,Drainage,Pending,23.23924960723935,77.41740083752615,0,2,0.19886368910054478,223,1,1
1108,Drainage,Pending,23.239364569806487,77.42165946483576,0,2,0.3378129887739188,223,1,1
1109,Waste,Cancelled,23.24256328759001,77.42162279310898,3,0,0.16858590208706437,478,0,0
1110,Pothole,Pending,23.24111538212145,77.41770347342249,1,2,0.3341649849865082,422,1,1
1111,Waste,Completed,23.23777708408613,77.42163755528752,3,1,0.22446229972213907,478,0,0
1112,Streetlight,Completed,23.24049300955686,77.42307586383683,2,1,0.11276239884687901,319,0,0
1113,Pothole,Pending,23.240996443496993,77.41775491038752,1,2,0.347072198930797,422,1,1
1114,Streetlight,Pending,23.24228029807704,77.41816499435798,2,2,0.10398232742588821,319,1,1
1115,Waste,Pending,23.243161081373135,77.4220353229337,3,2,0.14513815334809532,478,1,1
1116,Waste,Completed,23.237969811616345,77.42054299062166,3,1,0.16473892737009735,478,0,0
1117,Waste,Pending,23.23837828497758,77.42110295255048,3,2,0.22578776844177847,478,1,1
1118,Pothole,Pending,23.237484844282168,77.4206811784328,1,2,0.1683937823657479,422,1,1
1119,Streetlight,Completed,23.239531960281784,77.42078139184186,2,1,0.32257038106667035,319,0,0
1120,Drainage,Completed,23.24093271674889,77.41734705574338,0,1,0.30509022993554663,223,0,0
1121,Streetlight,Pending,23.241974669033176,77.42209463541325,2,2,0.19185304732944397,319,1,1
1122,Pothole,Completed,23.239848097952713,77.42233917998486,1,1,0.18073736575154742,422,0,0
1123,Water Supply,Completed,23.23936030495349,77.41954121851187,4,1,0.22607393252365846,158,0,1
1124,Streetlight,Completed,23.240303515984497,77.41991304610038,2,1,0.3274744072948059,319,0,0
1125,Water Supply,Completed,23.238329714196738,77.41693778499489,4,1,0.09709481130522496,158,0,1
1126,Pothole,Pending,23.244179077443388,77.42102850951204,1,2,0.08044081458104872,422,1,1
1127,Waste,Completed,23.236784677945764,77.42114411488343,3,1,0.11117498351962114,478,0,0
1128,Waste,Completed,23.24036948115779,77.419875617966,3,1,0.3045332633931414,478,0,0
1129,Streetlight,Completed,23.244047212438456,77.42224870671974,2,1,0.08587516168755986,319,0,0
1130,Waste,Completed,23.240013599689117,77.41933184553804,3,1,0.4728771957231399,478,0,0
1131,Pothole,Completed,23.239619921929997,77.42112921185179,1,1,0.3205871587527085,422,0,0
1132,Pothole,Pending,23.239285109154377,77.41796067132262,1,2,0.2117131033357933,422,1,1
1133,Streetlight,Completed,23.239639216636473,77.41995289569826,2,1,0.371913933080064,319,0,0
1134,Streetlight,Completed,23.242745696949353,77.4196512914842,2,1,0.16827605638740994,319,0,0
1135,Waste,Completed,23.23557627617734,77.42045061584409,3,1,0.06128022845484721,478,0,0
1136,Pothole,Pending,23.24306686740259,77.41926094614233,1,2,0.16886038454313032,422,1,1
1137,Streetlight,Cancelled,23.237152085695097,77.41973705480866,2,0,0.1953346340094425,319,0,0
1138,Water Supply,Completed,23.23946669534153,77.42165209434289,4,1,0.3501574554860038,158,0,1
1139,Streetlight,Pending,23.239141511159403,77.41912647152553,2,2,0.30335840780408,319,1,1
1140,Water Supply,Completed,23.24117710653954,77.41678684579853,4,1,0.12886727270394746,158,0,1
1141,Drainage,Completed,23.236803751296232,77.42349916780842,0,1,0.09901167027034902,223,0,0
1142,Streetlight,Completed,23.24092434533216,77.42276290815738,2,1,0.19853467920641604,319,0,0
1143,Waste,Pending,23.244048619246573,77.4174154746098,3,2,0.0765447310575877,478,1,1
1144,Streetlight,Completed,23.23727365199081,77.42137941561049,2,1,0.14505448389865053,319,0,0
1145,Streetlight,Pending,23.24037941233522,77.4189940504589,2,2,0.19506786184278618,319,1,1
1146,Streetlight,Completed,23.238676035644406,77.42052697443066,2,1,0.2528598623153873,319,0,0
1147,Pothole,Completed,23.240851774412384,77.42058844825803,1,1,0.3595329183267634,422,0,1
1148,Pothole,Completed,23.24003829555483,77.41953118439937,1,1,0.5606769746594377,422,0,1
1149,Pothole,Completed,23.23871702618191,77.41843246866883,1,1,0.24967042370532175,422,0,0
1150,Pothole,Completed,23.24097574456974,77.41861891789537,1,1,0.24025717999456742,422,0,0
1151,Waste,Pending,23.24360869621957,77.41816761616904,3,2,0.13949087637787355,478,1,1
1152,Drainage,Completed,23.239618192416543,77.41833635558353,0,1,0.2344770843982254,223,0,0
1153,Waste,Pending,23.241439515884295,77.4198656434199,3,2,0.23143459795457136,478,1,1
1154,Waste,Pending,23.237413454084255,77.41856848002178,3,2,0.1116765325108665,478,1,1
1155,Pothole,Pending,23.238087127246363,77.42136410413143,1,2,0.2653388703847708,422,1,1
1156,Streetlight,Completed,23.24094481255576,77.42297449231067,2,1,0.19822524910268274,319,0,0
1157,Pothole,Pending,23.24296823205707,77.41883989351726,1,2,0.15888858923008517,422,1,1
1158,Waste,Pending,23.24071122669757,77.42047880900107,3,2,0.3186127927567918,478,1,1
1159,Streetlight,Pending,23.239373883938953,77.42099937022061,2,2,0.33839971297780086,319,1,1
1160,Pothole,Pending,23.239998582810845,77.42094400454184,1,2,0.20724619990077991,422,1,0
1161,Water Supply,Completed,23.23749918453206,77.42015191053584,4,1,0.1560151498513538,158,0,1
1162,Water Supply,Completed,23.24120903065271,77.42148536483673,4,1,0.1437967260971469,158,0,1
1163,Pothole,Pending,23.241764666124645,77.42096449790536,1,2,0.17470559098356903,422,1,1
1164,Pothole,Completed,23.23909581933433,77.41752467515535,1,1,0.2126813220737046,422,0,0
1165,Streetlight,Completed,23.23905991570448,77.42173831212878,2,1,0.2829346442545406,319,0,0
1166,Waste,Completed,23.2405317564593,77.42177458167454,3,1,0.13577186232395516,478,0,0
1167,Pothole,Pending,23.23912656052792,77.41847342779164,1,2,0.1979574056653218,422,1,1
1168,Pothole,Completed,23.239867734770748,77.4200758756709,1,1,0.2740911225443417,422,0,1
1169,Water Supply,Pending,23.24419944357833,77.42136665798563,4,2,0.07846699327496427,158,1,0
1170,Waste,Pending,23.239505948598502,77.41958137236084,3,2,0.2435755266617461,478,1,1
1171,Streetlight,Pending,23.239283319695957,77.42214595609553,2,2,0.301695686356993,319,1,1
1172,Streetlight,Completed,23.238704916388727,77.42472774498924,2,1,0.06725281815945369,319,0,0
1173,Pothole,Pending,23.241488383942997,77.41842802793474,1,2,0.24181312228595572,422,1,1
1174,Waste,Pending,23.23963755165356,77.41723791079369,3,2,0.18421545938748332,478,1,1
1175,Water Supply,Pending,23.238701253923356,77.42060763719121,4,2,0.2453337235723125,158,1,2
1176,Pothole,Completed,23.242642608064543,77.42144312501026,1,1,0.1848561063449913,422,0,0
1177,Streetlight,Completed,23.242839206009027,77.4195382672523,2,1,0.17578244364038925,319,0,0
1178,Waste,Pending,23.23879915286852,77.42290652132664,3,2,0.17963612663041373,478,1,1
1179,Pothole,Completed,23.23626692009728,77.41732278840055,1,1,0.05011359180271465,422,0,0
1180,Pothole,Completed,23.242015027379672,77.42138583724606,1,1,0.14698608740197702,422,0,0
1181,Waste,Completed,23.23863074034848,77.41878827835848,3,1,0.1722540602035224,478,0,0
1182,Waste,Pending,23.241581251198323,77.42343875581241,3,2,0.12311883165862275,478,1,1
1183,Drainage,Completed,23.236059792364575,77.42398503070633,0,1,0.06848835021731235,223,0,0
1184,Waste,Pending,23.2417851946766,77.41846668682443,3,2,0.179706460030445,478,1,1
1185,Waste,Completed,23.237577656141436,77.41890088572818,3,1,0.14861400954591295,478,0,0
1186,Pothole,Pending,23.24146152823813,77.42171917577396,1,2,0.23310019595688625,422,1,1
1187,Drainage,Pending,23.240028546135672,77.41922573870042,0,2,0.3467394639598243,223,1,1
1188,Waste,Pending,23.238092121161205,77.41990917756414,3,2,0.14947021021719228,478,1,1
1189,Streetlight,Completed,23.239185927374145,77.42005077684108,2,1,0.2467007237443363,319,0,0
1190,Waste,Pending,23.241372636913912,77.41616065368761,3,2,0.07897420786028767,478,1,1
1191,Waste,Completed,23.24021178890623,77.41997232450781,3,1,0.2913155445974484,478,0,0
1192,Waste,Pending,23.241168825960944,77.41862054445187,3,2,0.2963015882323327,478,1,1
1193,Drainage,Completed,23.24395288116903,77.4190137543552,0,1,0.0879734085319666,223,0,0
1194,Waste,Completed,23.236871516776574,77.42288726400695,3,1,0.09204971326648147,478,0,0
1195,Waste,Pending,23.243234425149936,77.41748698621144,3,2,0.10562378344261628,478,1,1
1196,Pothole,Completed,23.240208711875045,77.42162641037349,1,1,0.13085036379986897,422,0,0
1197,Drainage,Completed,23.238202431903353,77.41944207413934,0,1,0.2692171124602382,223,0,0
1198,Waste,Pending,23.23733937274852,77.41944047966301,3,2,0.21232319221076665,478,1,1
1199,Pothole,Completed,23.239621759218444,77.4215807437921,1,1,0.25861226400338155,422,0,0
1200,Waste,Pending,23.24184330022385,77.42068010258915,3,2,0.1762850934886954,478,1,1
1201,Pothole,Completed,23.239744901759245,77.42114122599445,1,1,0.2694675309283366,422,0,0
1202,Streetlight,Completed,23.243022309860493,77.42193636932107,2,1,0.1623739553415496,319,0,1
1203,Streetlight,Pending,23.237097648619898,77.41933738323364,2,2,0.16744754930967612,319,1,0
