ID,Category,Status,Latitude,Longitude,category_encoded,status_encoded,density_score,category_frequency,is_pending,priority_label,cluster_id
868,Waste,Pending,23.24849641789981,77.39875830480351,3,2,0.4770007478188743,478,1,1,3
869,Streetlight,Completed,23.249147284807588,77.39966371236284,2,1,0.5410902526783148,319,0,0,3
870,Pothole,Completed,23.252296891418393,77.39905581884462,1,1,0.1607848944795907,422,0,0,3
871,Waste,Completed,23.250226540821075,77.39604140037926,3,1,0.1677906649670628,478,0,0,3
872,Pothole,Pending,23.247123444043364,77.40149582051224,1,2,0.1627491240607833,422,1,1,3
873,Waste,Cancelled,23.25183845786915,77.39785451394853,3,0,0.1982543055346993,478,0,0,3
874,Drainage,Cancelled,23.24866371182892,77.40047849372823,0,0,0.2393729210056627,223,0,1,3
875,Pothole,Pending,23.253746595552435,77.4041481653395,1,2,0.0439406788189736,422,1,2,3
876,Drainage,Pending,23.25216009613143,77.39816123081684,0,2,0.1593369911731638,223,1,2,3
877,Waste,Completed,23.249105356208684,77.39493942495452,3,1,0.0503406706732934,478,0,0,3
878,Pothole,Completed,23.25256203272347,77.39942799155625,1,1,0.2627668706626214,422,0,0,3
879,Waste,Cancelled,23.250135711021056,77.40220191927,3,0,0.298950302362282,478,0,0,3
880,Waste,Completed,23.251705547350245,77.40391669490845,3,1,0.0816835394757082,478,0,0,3
881,Waste,Completed,23.25096946563459,77.3975409008111,3,1,0.2889635778618865,478,0,0,3
882,Waste,Pending,23.248307286690014,77.40099339844647,3,2,0.210608993906796,478,1,1,3
883,Streetlight,Pending,23.248712900335367,77.39906937908644,2,2,0.2803862209667033,319,1,2,3
884,Waste,Pending,23.25205992163516,77.3997881032914,3,2,0.342841638152187,478,1,1,3
885,Pothole,Completed,23.249330449335787,77.40528868669404,1,1,0.0409099937275928,422,0,0,3
886,Pothole,Completed,23.249192703073515,77.39699405934321,1,1,0.197772010078735,422,0,0,3
887,Drainage,Pending,23.248089754841303,77.400507479323,0,2,0.2433298293070384,223,1,1,3
888,Water Supply,Completed,23.250847198131183,77.40093538634353,4,1,0.1288045318398167,158,0,1,3
889,Pothole,Pending,23.254125049838485,77.40217157264989,1,2,0.0941597430712193,422,1,1,3
890,Pothole,Completed,23.247864934171492,77.40019596630695,1,1,0.2637210737138469,422,0,1,3
891,Waste,Pending,23.250048438913343,77.40061610107901,3,2,0.3746384311651111,478,1,1,3
892,Water Supply,Completed,23.252824441110832,77.39921670286516,4,1,0.1857721130714578,158,0,1,3
893,Waste,Completed,23.24984071721751,77.4005382538825,3,1,0.409974362241025,478,0,0,3
894,Waste,Completed,23.2509047435925,77.39931361544902,3,1,0.3512608516923131,478,0,0,3
895,Waste,Cancelled,23.247875212943708,77.40124314377972,3,0,0.1979838922614816,478,0,0,3
896,Pothole,Pending,23.250856614194415,77.39926077932792,1,2,0.4015791153792355,422,1,2,3
897,Waste,Pending,23.249625711469992,77.40075420078782,3,2,0.3598865217186796,478,1,1,3
898,Drainage,Pending,23.25197145999136,77.39994147437264,0,2,0.5722894600394862,223,1,2,3
899,Waste,Pending,23.252374772103128,77.40225210050156,3,2,0.1396542418068482,478,1,1,3
900,Streetlight,Completed,23.25517912728404,77.39989721255283,2,1,0.0336052656405963,319,0,0,3
901,Waste,Completed,23.251159266346427,77.39645393506359,3,1,0.1030477980653948,478,0,0,3
902,Waste,Completed,23.250651592633165,77.40252384300143,3,1,0.1882207985665729,478,0,0,3
903,Water Supply,Pending,23.250388768603155,77.39818853539828,4,2,0.2872404389774817,158,1,2,3
904,Waste,Completed,23.249293667414378,77.3986924673227,3,1,0.1933101290286893,478,0,0,3
905,Drainage,Pending,23.250676967686925,77.39880867741192,0,2,0.4090343438543362,223,1,2,3
906,Pothole,Completed,23.249409197179723,77.40274887618635,1,1,0.1108510743547339,422,0,0,3
907,Waste,Pending,23.250336921952535,77.39572865157204,3,2,0.131706084082273,478,1,1,3
908,Water Supply,Pending,23.252635195071218,77.40627549706733,4,2,0.0258164328956643,158,1,2,3
909,Waste,Pending,23.24798691486944,77.40211211361813,3,2,0.1981762912961824,478,1,1,3
910,Drainage,Cancelled,23.25227975712226,77.40044647782827,0,0,0.323608348595256,223,0,1,3
911,Waste,Pending,23.25263423013468,77.39989021199877,3,2,0.1823194322901916,478,1,1,3
912,Drainage,Pending,23.24976386294602,77.40057110814972,0,2,0.4889046552055909,223,1,2,3
913,Waste,Completed,23.24575629020198,77.40104224485677,3,1,0.0869245306226537,478,0,0,3
914,Pothole,Pending,23.248784356025812,77.4012904311719,1,2,0.2702222985250497,422,1,2,3
915,Drainage,Pending,23.25259398909312,77.40111120893201,0,2,0.1800639352083852,223,1,2,3
916,Water Supply,Completed,23.2499542638754,77.40017916136252,4,1,0.2044652412416566,158,0,1,3
917,Water Supply,Pending,23.24800139553541,77.39960532315939,4,2,0.2645402627316773,158,1,2,3
918,Drainage,Cancelled,23.248990450157542,77.3996974534327,0,0,0.5927898238831668,223,0,1,3
919,Drainage,Completed,23.25168124005301,77.39961018343931,0,1,0.2402954594319787,223,0,1,3
920,Waste,Pending,23.251093467136403,77.40226754019373,3,2,0.219513818977591,478,1,1,3
921,Waste,Cancelled,23.249522135801666,77.40118711344456,3,0,0.3642116015140239,478,0,0,3
922,Waste,Pending,23.24926635117637,77.39411922273068,3,2,0.0456801866747939,478,1,1,3
923,Pothole,Pending,23.24921648370191,77.40131180155306,1,2,0.3268792475739772,422,1,2,3
924,Pothole,Pending,23.248155179631,77.40038947238945,1,2,0.2189004562960227,422,1,2,3
925,Pothole,Completed,23.25323075137894,77.39996258248712,1,1,0.1134801528684982,422,0,0,3
926,Waste,Pending,23.24935535906158,77.39922296309383,3,2,0.2674448297196936,478,1,2,3
927,Streetlight,Cancelled,23.25243431704165,77.40224822543998,2,0,0.1365424457953429,319,0,0,3
928,Waste,Completed,23.253042632103845,77.40189505292425,3,1,0.1637599393492109,478,0,0,3
929,Pothole,Pending,23.251996621796295,77.39845424466436,1,2,0.1424879879000403,422,1,1,3
930,Pothole,Completed,23.249136759374565,77.40081410457425,1,1,0.2454121988355497,422,0,1,3
931,Drainage,Completed,23.25080746018067,77.39805668653092,0,1,0.2336868202452734,223,0,1,3
932,Streetlight,Cancelled,23.249951608787217,77.39724076367042,2,0,0.1497180763785377,319,0,0,3
933,Streetlight,Completed,23.24819259627854,77.39874656555082,2,1,0.3790096752615307,319,0,0,3
934,Waste,Pending,23.250648718563443,77.40172478694477,3,2,0.2170215746680127,478,1,1,3
935,Pothole,Completed,23.24764192041768,77.40190625009076,1,1,0.1563497099402101,422,0,0,3
936,Waste,Pending,23.252375358776924,77.4010261708402,3,2,0.2690558579037423,478,1,1,3
937,Pothole,Completed,23.249070765405403,77.4014501915737,1,1,0.3719340461700389,422,0,2,3
938,Pothole,Pending,23.250402319311743,77.40103235657423,1,2,0.201933709601641,422,1,2,3
939,Waste,Pending,23.250566575743093,77.39871703680956,3,2,0.4022144298873846,478,1,1,3
940,Waste,Pending,23.249482190052593,77.40086384508935,3,2,0.3493234422049036,478,1,1,3
941,Water Supply,Pending,23.25117338760295,77.40160081905046,4,2,0.1754875340823358,158,1,2,3
942,Water Supply,Pending,23.249050192686756,77.40150858265963,4,2,0.3584540159310137,158,1,2,3
943,Pothole,Completed,23.251742594594916,77.40237782674295,1,1,0.247766974466154,422,0,0,3
944,Waste,Pending,23.247308040639503,77.4014166076944,3,2,0.1965055409215807,478,1,1,3
945,Waste,Pending,23.250252759159093,77.40070289641508,3,2,0.388276234917881,478,1,1,3
946,Pothole,Completed,23.253877857998116,77.40214030047665,1,1,0.119027255936014,422,0,1,3
947,Water Supply,Cancelled,23.247999337350787,77.3999469574815,4,0,0.2491394282025467,158,0,1,3
948,Waste,Pending,23.248644510058952,77.39823625069755,3,2,0.1816803782432018,478,1,1,3
949,Drainage,Pending,23.251027815699317,77.39967386607212,0,2,0.3131721688856776,223,1,2,3
950,Waste,Pending,23.25035916356388,77.3985101947104,3,2,0.3061240754023588,478,1,1,3
951,Water Supply,Completed,23.250701260198547,77.39864964345006,4,1,0.5198312339626618,158,0,1,3
952,Pothole,Cancelled,23.250978374260296,77.39971096265857,1,0,0.3241426384423946,422,0,1,3
953,Drainage,Pending,23.25126944293712,77.39841516015801,0,2,0.213739771878345,223,1,2,3
954,Pothole,Pending,23.252219399683913,77.39938407694073,1,2,0.2282488614828591,422,1,1,3
955,Streetlight,Cancelled,23.250819637313857,77.3962127706661,2,0,0.1332026620042637,319,0,0,3
956,Waste,Pending,23.249517484690763,77.40042658741476,3,2,0.6291263618254901,478,1,1,3
957,Waste,Completed,23.251345147402404,77.40000241095073,3,1,0.2470039756147079,478,0,0,3
958,Water Supply,Completed,23.25379976386979,77.39836582273787,4,1,0.1286829182302498,158,0,0,3
959,Water Supply,Pending,23.249734732507235,77.40131849133687,4,2,0.4975307051065133,158,1,2,3
960,Drainage,Pending,23.24805094139066,77.40187514027527,0,2,0.2044900283135434,223,1,1,3
961,Streetlight,Pending,23.252214161338575,77.39678488027127,2,2,0.0993770461157687,319,1,1,3
962,Drainage,Completed,23.249759237672095,77.39847455044287,0,1,0.2691362168555656,223,0,1,3
963,Waste,Cancelled,23.24565466090797,77.39846171530043,3,0,0.0514709741491505,478,0,0,3
964,Pothole,Pending,23.2516948433543,77.3981201937978,1,2,0.2051276582198378,422,1,1,3
965,Pothole,Completed,23.24892934362809,77.40165894968386,1,1,0.2395099447697985,422,0,1,3
966,Streetlight,Pending,23.249818933435392,77.39961234772247,2,2,0.426381398292075,319,1,1,3
967,Pothole,Completed,23.25066396066114,77.39947097031738,1,1,0.3055555197649667,422,0,1,3
968,Waste,Pending,23.250380999359557,77.3959922752712,3,2,0.1711178822006511,478,1,1,3
969,Streetlight,Cancelled,23.25141890363428,77.40127083606042,2,0,0.1502313526478823,319,0,0,3
970,Drainage,Completed,23.24912902725886,77.3975214832103,0,1,0.1127904080920126,223,0,0,3
971,Pothole,Completed,23.25102621159635,77.40011986526054,1,1,0.355287493355867,422,0,1,3
972,Waste,Completed,23.24948090664483,77.40055475387592,3,1,0.7109588984017048,478,0,0,3
973,Waste,Completed,23.251477620961776,77.40272131719168,3,1,0.2573170970805574,478,0,0,3
974,Waste,Cancelled,23.251230734968026,77.39738235920177,3,0,0.2383267432887677,478,0,0,3
975,Waste,Completed,23.248129122595913,77.39396097568836,3,1,0.0298159906397354,478,0,0,3
976,Streetlight,Cancelled,23.25217196423235,77.40036769908951,2,0,0.3383249519753892,319,0,0,3
977,Streetlight,Completed,23.248928073109777,77.40360102236303,2,1,0.1244385076543433,319,0,0,3
978,Streetlight,Pending,23.25161611559656,77.40247789270589,2,2,0.3081056718430847,319,1,1,3
979,Pothole,Completed,23.250734574626804,77.40041931883056,1,1,0.1699452789948647,422,0,1,3
980,Drainage,Pending,23.25367636735359,77.39901672762875,0,2,0.0994892236081701,223,1,1,3
981,Waste,Pending,23.249553068035254,77.40161424519329,3,2,0.2326526623827623,478,1,1,3
982,Pothole,Completed,23.249301366407764,77.3980529076006,1,1,0.1272237720635397,422,0,0,3
983,Drainage,Completed,23.249961160788224,77.40095271553872,0,1,0.3611059693971781,223,0,1,3
984,Waste,Pending,23.24939364043433,77.40101094031834,3,2,0.3329701202533224,478,1,1,3
985,Waste,Pending,23.251599883803884,77.402120419815,3,2,0.2281232246174001,478,1,1,3
986,Drainage,Pending,23.24676737878313,77.40551932007783,0,2,0.0681483545218352,223,1,1,3
987,Pothole,Cancelled,23.24789263516171,77.40078483193436,1,0,0.2262054928435889,422,0,1,3
988,Streetlight,Pending,23.24786439415684,77.3989820727486,2,2,0.2495259654648312,319,1,1,3
989,Waste,Pending,23.251900615183946,77.39994885137563,3,2,0.5506904341755064,478,1,1,3
990,Streetlight,Completed,23.253421226745164,77.39646184819023,2,1,0.0762868863273187,319,0,0,3
991,Pothole,Completed,23.249791101562924,77.39861057373783,1,1,0.2990713540559325,422,0,1,3
992,Waste,Pending,23.24966235655362,77.39918143512378,3,2,0.2692803575804258,478,1,1,3
993,Streetlight,Completed,23.250140104326228,77.39895182320414,2,1,0.2933364114894626,319,0,0,3
994,Waste,Pending,23.252323756605215,77.40030470974408,3,2,0.3217755159086416,478,1,1,3
995,Pothole,Cancelled,23.248145293731618,77.39835516013524,1,0,0.2336145026623335,422,0,1,3
996,Waste,Pending,23.25047673796547,77.40224206133466,3,2,0.2605332609430734,478,1,1,3
997,Waste,Pending,23.251950395259566,77.40000041412985,3,2,0.4859941115421686,478,1,1,3
998,Waste,Pending,23.25100218833988,77.39998139935773,3,2,0.3857030370611509,478,1,1,3
999,Waste,Pending,23.2503791632332,77.39934421056698,3,2,0.2252403368295549,478,1,1,3
1000,Water Supply,Completed,23.252002092185133,77.40031038136772,4,1,0.2709183294312324,158,0,1,3
1001,Waste,Pending,23.244593535414,77.40165019652935,3,2,0.0501808812058448,478,1,1,3
1002,Pothole,Pending,23.25135575063906,77.39826573956859,1,2,0.2191399759483265,422,1,1,3
1003,Waste,Pending,23.248691848633744,77.39868376702185,3,2,0.2687877226582901,478,1,1,3
1004,Pothole,Pending,23.246338734206287,77.39939254794245,1,2,0.0844664203089003,422,1,1,3
1005,Water Supply,Pending,23.25102240519905,77.39730825815306,4,2,0.2245178702305403,158,1,2,3
1006,Waste,Completed,23.252747317090325,77.39836148428056,3,1,0.0968187287917515,478,0,0,3
1007,Water Supply,Completed,23.249725102970743,77.39904755825292,4,1,0.2418683670964855,158,0,1,3
1008,Waste,Cancelled,23.251905749094405,77.40174877836144,3,0,0.1447815964829576,478,0,0,3
1009,Streetlight,Completed,23.253224556515978,77.40052512265801,2,1,0.13018837699219,319,0,0,3
1010,Pothole,Completed,23.252629828907168,77.40038717982274,1,1,0.1961491482901856,422,0,0,3
1011,Drainage,Pending,23.253279929058746,77.40170179592434,0,2,0.1362491633376832,223,1,1,3
1012,Streetlight,Completed,23.251484254982145,77.39972525642321,2,1,0.2506460872350211,319,0,0,3
1013,Pothole,Completed,23.250150867277803,77.40078092969986,1,1,0.396929610983332,422,0,1,3
1014,Waste,Completed,23.24679606837621,77.39979355649415,3,1,0.1209314376047639,478,0,0,3
1015,Waste,Pending,23.249507875023745,77.40053072469881,3,2,0.7867350870788663,478,1,1,3
1016,Water Supply,Pending,23.248313506809367,77.39883448268478,4,2,0.3937977961338328,158,1,2,3
1017,Pothole,Completed,23.254341885434997,77.39512236568345,1,1,0.0384416311160295,422,0,0,3
1018,Pothole,Completed,23.249648228375136,77.39973144167563,1,1,0.2990820262645225,422,0,1,3
1019,Drainage,Cancelled,23.25024640961357,77.4028454962722,0,0,0.1459412455081663,223,0,1,3
1020,Pothole,Pending,23.251102970752083,77.4018524308045,1,2,0.1977728865028121,422,1,1,3
1021,Water Supply,Pending,23.250087204892743,77.40193079496919,4,2,0.296602935968983,158,1,2,3
1022,Streetlight,Pending,23.25339010208086,77.40247226144362,2,2,0.1162490184466799,319,1,1,3
1023,Streetlight,Completed,23.248754701276532,77.40017731518194,2,1,0.3127869060839151,319,0,0,3
1024,Drainage,Pending,23.250389214910474,77.40039463141481,0,2,0.2240527762014472,223,1,2,3
1025,Waste,Pending,23.248515058828605,77.39876469620914,3,2,0.4645901132579325,478,1,1,3
1026,Waste,Cancelled,23.24735995497756,77.39936785428795,3,0,0.1491116163071603,478,0,0,3
1027,Pothole,Pending,23.24877646181819,77.40123154229954,1,2,0.240237021749654,422,1,2,3
1028,Waste,Completed,23.249925926405904,77.40240776887434,3,1,0.189858240956193,478,0,0,3
1029,Streetlight,Pending,23.249141395550964,77.39972110744864,2,2,0.645063805117749,319,1,1,3
1030,Water Supply,Completed,23.248615158040252,77.3990996214703,4,1,0.2964820521753888,158,0,1,3
1031,Pothole,Completed,23.247187365072655,77.40000105591771,1,1,0.161837397640483,422,0,0,3
1032,Pothole,Cancelled,23.249833788854744,77.40120241349787,1,0,0.418253215702534,422,0,1,3
1033,Water Supply,Cancelled,23.246990559251937,77.39711229036774,4,0,0.078189867298471,158,0,1,3
1034,Pothole,Pending,23.25152011192738,77.39540763809373,1,2,0.059858671025218,422,1,1,3
1035,Pothole,Pending,23.25016487950587,77.39889892630102,1,2,0.3061051547663634,422,1,2,3
1036,Pothole,Pending,23.24708489700107,77.39755857514818,1,2,0.101578936184246,422,1,1,3
1037,Water Supply,Completed,23.2493815818459,77.39898371960471,4,1,0.2452931420008521,158,0,1,3
1038,Streetlight,Completed,23.248495687188814,77.39970443936237,2,1,0.2745639854691767,319,0,0,3
1039,Drainage,Pending,23.25063834902084,77.39909350318196,0,2,0.2785785727810926,223,1,2,3
1040,Drainage,Completed,23.252680900892045,77.40290493506895,0,1,0.1251495740917008,223,0,0,3
1041,Pothole,Pending,23.24624965506071,77.4006534895292,1,2,0.1239212226567939,422,1,1,3
1042,Pothole,Completed,23.250230052158297,77.40060094871923,1,1,0.4138207314462225,422,0,1,3
1043,Drainage,Cancelled,23.24967973440887,77.40124441428809,0,0,0.5364678116164009,223,0,1,3
1044,Pothole,Pending,23.251342680152906,77.39772233376445,1,2,0.2253027417882356,422,1,1,3
1045,Drainage,Pending,23.250426393256475,77.40207822357485,0,2,0.3430331957810462,223,1,2,3
1046,Water Supply,Pending,23.24849606133652,77.39984847142694,4,2,0.2279102397643572,158,1,2,3
1047,Streetlight,Completed,23.249361892128668,77.40134096123448,2,1,0.3192537140002894,319,0,0,3
1048,Streetlight,Completed,23.248407948286392,77.39785628553392,2,1,0.1636926712997728,319,0,1,3
1049,Drainage,Pending,23.252152014277197,77.39689248246798,0,2,0.1059928413866358,223,1,1,3
1050,Drainage,Pending,23.250042623297343,77.40163577931605,0,2,0.2002034837288683,223,1,1,3
1051,Pothole,Pending,23.240752819052194,77.42211987276809,1,2,0.1261855588889298,422,1,1,4
1052,Waste,Pending,23.238195896891284,77.42123401189916,3,2,0.3065433520784181,478,1,1,4
1053,Pothole,Completed,23.23826067383745,77.4213671386464,1,1,0.2720917530065402,422,0,0,4
1054,Streetlight,Pending,23.242250869568828,77.4172680885776,2,2,0.184840684745508,319,1,1,4
1055,Pothole,Completed,23.237621176214265,77.42242388797078,1,1,0.1317496429099946,422,0,0,4
1056,Streetlight,Completed,23.24328534590651,77.42052250106246,2,1,0.1592924223757764,319,0,0,4
1057,Pothole,Pending,23.238198758530704,77.4192614457215,1,2,0.2342771936872154,422,1,1,4
1058,Streetlight,Pending,23.241276783851216,77.42028677693469,2,2,0.2267022722146531,319,1,1,4
1059,Waste,Completed,23.2393427630485,77.41644752953421,3,1,0.0776259784115075,478,0,0,4
1060,Streetlight,Cancelled,23.241206374862163,77.42081730562296,2,0,0.4247266540191973,319,0,0,4
1061,Pothole,Pending,23.23891177199577,77.41794125698364,1,2,0.1870346759549283,422,1,1,4
1062,Waste,Pending,23.239674414187853,77.41729465942831,3,2,0.1806505953543626,478,1,1,4
1063,Waste,Pending,23.24008183835079,77.41695528162757,3,2,0.1622073211295705,478,1,1,4
1064,Streetlight,Completed,23.23799562508843,77.42222537674998,2,1,0.1462506168589972,319,0,0,4
1065,Pothole,Pending,23.24148164869084,77.41874147321262,1,2,0.2613340230584657,422,1,1,4
1066,Waste,Pending,23.238973572867057,77.42306745541984,3,2,0.1499672285001477,478,1,1,4
1067,Water Supply,Completed,23.23954280016932,77.4189283970739,4,1,0.1837721034360655,158,0,1,4
1068,Streetlight,Completed,23.238011301250783,77.41658528408482,2,1,0.0836450060321965,319,0,0,4
1069,Water Supply,Pending,23.234875332682407,77.4177669511201,4,2,0.0455131441980977,158,1,2,4
1070,Pothole,Completed,23.2396179444748,77.42247162324001,1,1,0.1972768496703711,422,0,0,4
1071,Pothole,Completed,23.244825230843222,77.41968820364413,1,1,0.0483910615494043,422,0,0,4
1072,Drainage,Pending,23.241569208575793,77.41890342540702,0,2,0.2132393212498888,223,1,1,4
1073,Pothole,Pending,23.23996147924053,77.42032003645171,1,2,0.226524856396994,422,1,1,4
1074,Streetlight,Completed,23.23947421834158,77.42100356547233,2,1,0.389692957218097,319,0,2,4
1075,Waste,Pending,23.240044931785626,77.4222347976318,3,2,0.1472567081855722,478,1,1,4
1076,Pothole,Completed,23.24109423823035,77.42289699845979,1,1,0.2034106246200625,422,0,0,4
1077,Waste,Cancelled,23.237638374369386,77.41928046270843,3,0,0.2285487649314125,478,0,0,4
1078,Waste,Pending,23.242228643389335,77.41734790462783,3,2,0.1834549967672887,478,1,1,4
1079,Waste,Pending,23.24143076263088,77.41917306967775,3,2,0.1651336986932763,478,1,1,4
1080,Waste,Pending,23.241436371451417,77.42052056101316,3,2,0.3556633623776729,478,1,1,4
1081,Water Supply,Completed,23.240876951477617,77.41807248214758,4,1,0.2133176440825665,158,0,1,4
1082,Waste,Cancelled,23.240039233315382,77.41808569817022,3,0,0.2727874693191729,478,0,0,4
1083,Streetlight,Completed,23.241345722471937,77.4206875757631,2,1,0.4617996098910267,319,0,0,4
1084,Drainage,Pending,23.24118362826748,77.41990269529686,0,2,0.2926616920046552,223,1,1,4
1085,Streetlight,Completed,23.23929191857812,77.42006559399083,2,1,0.2643618580599269,319,0,0,4
1086,Waste,Pending,23.238852796454204,77.4184830093306,3,2,0.2637092644781421,478,1,1,4
1087,Streetlight,Completed,23.24020371259052,77.41953919857158,2,1,0.5721639091286543,319,0,0,4
1088,Streetlight,Pending,23.24309804030299,77.41815153371147,2,2,0.1184076325274606,319,1,1,4
1089,Streetlight,Pending,23.237521785848692,77.42178039682226,2,2,0.1857122525844941,319,1,1,4
1090,Drainage,Completed,23.237064949468493,77.42207049866946,0,1,0.1064508722378649,223,0,0,4
1091,Water Supply,Completed,23.240329521682472,77.41630762427553,4,1,0.0896050237313993,158,0,1,4
1092,Streetlight,Pending,23.240101775403712,77.41814097827962,2,2,0.2987451644285242,319,1,1,4
1093,Pothole,Pending,23.240346683328735,77.41700694148982,1,2,0.1614822499064873,422,1,1,4
1094,Streetlight,Completed,23.240487906395817,77.41869995213119,2,1,0.1733748818630922,319,0,0,4
1095,Waste,Completed,23.23955359549073,77.41983312406042,3,1,0.3241655645545346,478,0,0,4
1096,Drainage,Pending,23.2429797268772,77.4171007095606,0,2,0.0983537442653299,223,1,1,4
1097,Waste,Pending,23.236798192043047,77.41815628037375,3,2,0.0783905111026423,478,1,1,4
1098,Pothole,Pending,23.238343005950437,77.41799208525583,1,2,0.1620526540537829,422,1,1,4
1099,Drainage,Cancelled,23.239793490479705,77.4204145346588,0,0,0.2246852640248834,223,0,1,4
1100,Streetlight,Completed,23.23671362237769,77.42013868867407,2,1,0.1478452413809563,319,0,0,4
1101,Pothole,Completed,23.239648291191138,77.41855652489333,1,1,0.2287952644821022,422,0,0,4
1102,Pothole,Completed,23.243322940331453,77.42035364174428,1,1,0.2024164155797398,422,0,0,4
1103,Drainage,Pending,23.24004177297659,77.41890663983082,0,2,0.2446093698328264,223,1,1,4
1104,Pothole,Completed,23.240461401811437,77.41945668977935,1,1,0.220677191119012,422,0,1,4
1105,Drainage,Pending,23.237479670469657,77.4233469041806,0,2,0.0980664859542089,223,1,1,4
1106,Waste,Pending,23.23876727718392,77.42268092210358,3,2,0.1956890608504235,478,1,1,4
1107,Drainage,Pending,23.23924960723935,77.41740083752615,0,2,0.1988636891005447,223,1,1,4
1108,Drainage,Pending,23.239364569806487,77.42165946483576,0,2,0.3378129887739188,223,1,1,4
1109,Waste,Cancelled,23.24256328759001,77.42162279310898,3,0,0.1685859020870643,478,0,0,4
1110,Pothole,Pending,23.24111538212145,77.41770347342249,1,2,0.3341649849865082,422,1,1,4
1111,Waste,Completed,23.23777708408613,77.42163755528752,3,1,0.224462299722139,478,0,0,4
1112,Streetlight,Completed,23.24049300955686,77.42307586383683,2,1,0.112762398846879,319,0,0,4
1113,Pothole,Pending,23.240996443496993,77.41775491038752,1,2,0.347072198930797,422,1,1,4
1114,Streetlight,Pending,23.24228029807704,77.41816499435798,2,2,0.1039823274258882,319,1,1,4
1115,Waste,Pending,23.243161081373135,77.4220353229337,3,2,0.1451381533480953,478,1,1,4
1116,Waste,Completed,23.237969811616345,77.42054299062166,3,1,0.1647389273700973,478,0,0,4
1117,Waste,Pending,23.23837828497758,77.42110295255048,3,2,0.2257877684417784,478,1,1,4
1118,Pothole,Pending,23.237484844282168,77.4206811784328,1,2,0.1683937823657479,422,1,1,4
1119,Streetlight,Completed,23.239531960281784,77.42078139184186,2,1,0.3225703810666703,319,0,0,4
1120,Drainage,Completed,23.24093271674889,77.41734705574338,0,1,0.3050902299355466,223,0,0,4
1121,Streetlight,Pending,23.241974669033176,77.42209463541325,2,2,0.1918530473294439,319,1,1,4
1122,Pothole,Completed,23.239848097952713,77.42233917998486,1,1,0.1807373657515474,422,0,0,4
1123,Water Supply,Completed,23.23936030495349,77.41954121851187,4,1,0.2260739325236584,158,0,1,4
1124,Streetlight,Completed,23.240303515984497,77.41991304610038,2,1,0.3274744072948059,319,0,0,4
1125,Water Supply,Completed,23.238329714196738,77.41693778499489,4,1,0.0970948113052249,158,0,1,4
1126,Pothole,Pending,23.244179077443388,77.42102850951204,1,2,0.0804408145810487,422,1,1,4
1127,Waste,Completed,23.236784677945764,77.42114411488343,3,1,0.1111749835196211,478,0,0,4
1128,Waste,Completed,23.24036948115779,77.419875617966,3,1,0.3045332633931414,478,0,0,4
1129,Streetlight,Completed,23.244047212438456,77.42224870671974,2,1,0.0858751616875598,319,0,0,4
1130,Waste,Completed,23.240013599689117,77.41933184553804,3,1,0.4728771957231399,478,0,0,4
1131,Pothole,Completed,23.239619921929997,77.42112921185179,1,1,0.3205871587527085,422,0,0,4
1132,Pothole,Pending,23.239285109154377,77.41796067132262,1,2,0.2117131033357933,422,1,1,4
1133,Streetlight,Completed,23.239639216636473,77.41995289569826,2,1,0.371913933080064,319,0,0,4
1134,Streetlight,Completed,23.242745696949353,77.4196512914842,2,1,0.1682760563874099,319,0,0,4
1135,Waste,Completed,23.23557627617734,77.42045061584409,3,1,0.0612802284548472,478,0,0,4
1136,Pothole,Pending,23.24306686740259,77.41926094614233,1,2,0.1688603845431303,422,1,1,4
1137,Streetlight,Cancelled,23.237152085695097,77.41973705480866,2,0,0.1953346340094425,319,0,0,4
1138,Water Supply,Completed,23.23946669534153,77.42165209434289,4,1,0.3501574554860038,158,0,1,4
1139,Streetlight,Pending,23.239141511159403,77.41912647152553,2,2,0.30335840780408,319,1,1,4
1140,Water Supply,Completed,23.24117710653954,77.41678684579853,4,1,0.1288672727039474,158,0,1,4
1141,Drainage,Completed,23.236803751296232,77.42349916780842,0,1,0.099011670270349,223,0,0,4
1142,Streetlight,Completed,23.24092434533216,77.42276290815738,2,1,0.198534679206416,319,0,0,4
1143,Waste,Pending,23.244048619246573,77.4174154746098,3,2,0.0765447310575877,478,1,1,4
1144,Streetlight,Completed,23.23727365199081,77.42137941561049,2,1,0.1450544838986505,319,0,0,4
1145,Streetlight,Pending,23.24037941233522,77.4189940504589,2,2,0.1950678618427861,319,1,1,4
1146,Streetlight,Completed,23.238676035644406,77.42052697443066,2,1,0.2528598623153873,319,0,0,4
1147,Pothole,Completed,23.240851774412384,77.42058844825803,1,1,0.3595329183267634,422,0,1,4
1148,Pothole,Completed,23.24003829555483,77.41953118439937,1,1,0.5606769746594377,422,0,1,4
1149,Pothole,Completed,23.23871702618191,77.41843246866883,1,1,0.2496704237053217,422,0,0,4
1150,Pothole,Completed,23.24097574456974,77.41861891789537,1,1,0.2402571799945674,422,0,0,4
1151,Waste,Pending,23.24360869621957,77.41816761616904,3,2,0.1394908763778735,478,1,1,4
1152,Drainage,Completed,23.239618192416543,77.41833635558353,0,1,0.2344770843982254,223,0,0,4
1153,Waste,Pending,23.241439515884295,77.4198656434199,3,2,0.2314345979545713,478,1,1,4
1154,Waste,Pending,23.237413454084255,77.41856848002178,3,2,0.1116765325108665,478,1,1,4
