ID,Category,Status,category_encoded,status_encoded,density_score,category_frequency,is_pending,Latitude,Longitude,priority_label
906,Pothole,Completed,1,1,0.1108510743546635,422,0,23.249409197179723,77.40274887618635,0
907,Waste,Pending,3,2,0.13170608408218937,478,1,23.250336921952535,77.39572865157204,1
908,Water Supply,Pending,4,2,0.025816432895647917,158,1,23.252635195071218,77.40627549706733,2
909,Waste,Pending,3,2,0.1981762912960565,478,1,23.24798691486944,77.40211211361813,1
910,Drainage,Cancelled,0,0,0.3236083485950505,223,0,23.25227975712226,77.40044647782827,1
911,Waste,Pending,3,2,0.18231943229007586,478,1,23.25263423013468,77.39989021199877,1
912,Drainage,Pending,0,2,0.4889046552052803,223,1,23.24976386294602,77.40057110814972,2
913,Waste,Completed,3,1,0.08692453062259851,478,0,23.24575629020198,77.40104224485677,0
914,Pothole,Pending,1,2,0.2702222985248781,422,1,23.248784356025812,77.4012904311719,2
915,Drainage,Pending,0,2,0.18006393520827088,223,1,23.25259398909312,77.40111120893201,2
916,Water Supply,Completed,4,1,0.20446524124152676,158,0,23.2499542638754,77.40017916136252,1
917,Water Supply,Pending,4,2,0.2645402627315093,158,1,23.24800139553541,77.39960532315939,2
918,Drainage,Cancelled,0,0,0.5927898238827902,223,0,23.248990450157542,77.3996974534327,1
919,Drainage,Completed,0,1,0.24029545943182612,223,0,23.25168124005301,77.39961018343931,1
920,Waste,Pending,3,2,0.21951381897745156,478,1,23.251093467136403,77.40226754019373,1
921,Waste,Cancelled,3,0,0.3642116015137925,478,0,23.249522135801666,77.40118711344456,0
922,Waste,Pending,3,2,0.04568018667476492,478,1,23.24926635117637,77.39411922273068,1
923,Pothole,Pending,1,2,0.32687924757376957,422,1,23.24921648370191,77.40131180155306,2
924,Pothole,Pending,1,2,0.21890045629588373,422,1,23.248155179631,77.40038947238945,2
925,Pothole,Completed,1,1,0.11348015286842617,422,0,23.25323075137894,77.39996258248712,0
926,Waste,Pending,3,2,0.2674448297195237,478,1,23.24935535906158,77.39922296309383,1
927,Streetlight,Cancelled,2,0,0.13654244579525615,319,0,23.25243431704165,77.40224822543998,0
928,Waste,Completed,3,1,0.1637599393491069,478,0,23.253042632103845,77.40189505292425,0
929,Pothole,Pending,1,2,0.14248798789994988,422,1,23.251996621796295,77.39845424466436,1
930,Pothole,Completed,1,1,0.24541219883539386,422,0,23.249136759374565,77.40081410457425,1
931,Drainage,Completed,0,1,0.23368682024512494,223,0,23.25080746018067,77.39805668653092,1
932,Streetlight,Cancelled,2,0,0.14971807637844262,319,0,23.249951608787217,77.39724076367042,0
933,Streetlight,Completed,2,1,0.37900967526129,319,0,23.24819259627854,77.39874656555082,0
934,Waste,Pending,3,2,0.21702157466787486,478,1,23.250648718563443,77.40172478694477,1
935,Pothole,Completed,1,1,0.15634970994011083,422,0,23.24764192041768,77.40190625009076,0
936,Waste,Pending,3,2,0.26905585790357145,478,1,23.252375358776924,77.4010261708402,1
937,Pothole,Completed,1,1,0.37193404616980263,422,0,23.249070765405403,77.4014501915737,1
938,Pothole,Pending,1,2,0.20193370960151272,422,1,23.250402319311743,77.40103235657423,2
939,Waste,Pending,3,2,0.4022144298871291,478,1,23.250566575743093,77.39871703680956,1
940,Waste,Pending,3,2,0.3493234422046817,478,1,23.249482190052593,77.40086384508935,1
941,Water Supply,Pending,4,2,0.17548753408222437,158,1,23.25117338760295,77.40160081905046,2
942,Water Supply,Pending,4,2,0.35845401593078596,158,1,23.249050192686756,77.40150858265963,2
943,Pothole,Completed,1,1,0.24776697446599666,422,0,23.251742594594916,77.40237782674295,0
944,Waste,Pending,3,2,0.19650554092145595,478,1,23.247308040639503,77.4014166076944,1
945,Waste,Pending,3,2,0.38827623491763436,478,1,23.250252759159093,77.40070289641508,1
946,Pothole,Completed,1,1,0.1190272559359384,422,0,23.253877857998116,77.40214030047665,0
947,Water Supply,Cancelled,4,0,0.24913942820238846,158,0,23.247999337350787,77.3999469574815,1
948,Waste,Pending,3,2,0.1816803782430864,478,1,23.248644510058952,77.39823625069755,1
949,Drainage,Pending,0,2,0.3131721688854787,223,1,23.251027815699317,77.39967386607212,2
950,Waste,Pending,3,2,0.3061240754021644,478,1,23.25035916356388,77.3985101947104,1
951,Water Supply,Completed,4,1,0.5198312339623316,158,0,23.250701260198547,77.39864964345006,1
952,Pothole,Cancelled,1,0,0.32414263844218877,422,0,23.250978374260296,77.39971096265857,1
953,Drainage,Pending,0,2,0.21373977187820922,223,1,23.25126944293712,77.39841516015801,2
954,Pothole,Pending,1,2,0.22824886148271417,422,1,23.252219399683913,77.39938407694073,1
955,Streetlight,Cancelled,2,0,0.13320266200417907,319,0,23.250819637313857,77.3962127706661,0
956,Waste,Pending,3,2,0.6291263618250904,478,1,23.249517484690763,77.40042658741476,1
957,Waste,Completed,3,1,0.247003975614551,478,0,23.251345147402404,77.40000241095073,0
958,Water Supply,Completed,4,1,0.12868291823016814,158,0,23.25379976386979,77.39836582273787,1
959,Water Supply,Pending,4,2,0.4975307051061973,158,1,23.249734732507235,77.40131849133687,2
960,Drainage,Pending,0,2,0.2044900283134135,223,1,23.24805094139066,77.40187514027527,1
961,Streetlight,Pending,2,2,0.09937704611570565,319,1,23.252214161338575,77.39678488027127,1
962,Drainage,Completed,0,1,0.2691362168553946,223,0,23.249759237672095,77.39847455044287,1
963,Waste,Cancelled,3,0,0.05147097414911787,478,0,23.24565466090797,77.39846171530043,0
964,Pothole,Pending,1,2,0.20512765821970755,422,1,23.2516948433543,77.3981201937978,1
965,Pothole,Completed,1,1,0.23950994476964638,422,0,23.24892934362809,77.40165894968386,1
966,Streetlight,Pending,2,2,0.42638139829180416,319,1,23.249818933435392,77.39961234772247,1
967,Pothole,Completed,1,1,0.3055555197647726,422,0,23.25066396066114,77.39947097031738,1
968,Waste,Pending,3,2,0.17111788220054244,478,1,23.250380999359557,77.3959922752712,1
969,Streetlight,Cancelled,2,0,0.1502313526477869,319,0,23.25141890363428,77.40127083606042,0
970,Drainage,Completed,0,1,0.112790408091941,223,0,23.24912902725886,77.3975214832103,0
971,Pothole,Completed,1,1,0.35528749335564136,422,0,23.25102621159635,77.40011986526054,1
972,Waste,Completed,3,1,0.7109588984012531,478,0,23.24948090664483,77.40055475387592,0
973,Waste,Completed,3,1,0.2573170970803939,478,0,23.251477620961776,77.40272131719168,0
974,Waste,Cancelled,3,0,0.23832674328861636,478,0,23.251230734968026,77.39738235920177,0
975,Waste,Completed,3,1,0.029815990639716464,478,0,23.248129122595913,77.39396097568836,0
976,Streetlight,Cancelled,2,0,0.3383249519751743,319,0,23.25217196423235,77.40036769908951,0
977,Streetlight,Completed,2,1,0.12443850765426429,319,0,23.248928073109777,77.40360102236303,0
978,Streetlight,Pending,2,2,0.30810567184288895,319,1,23.25161611559656,77.40247789270589,1
979,Pothole,Completed,1,1,0.16994527899475675,422,0,23.250734574626804,77.40041931883056,1
980,Drainage,Pending,0,2,0.09948922360810696,223,1,23.25367636735359,77.39901672762875,1
981,Waste,Pending,3,2,0.2326526623826145,478,1,23.249553068035254,77.40161424519329,1
982,Pothole,Completed,1,1,0.1272237720634589,422,0,23.249301366407764,77.3980529076006,0
983,Drainage,Completed,0,1,0.36110596939694867,223,0,23.249961160788224,77.40095271553872,1
984,Waste,Pending,3,2,0.33297012025311085,478,1,23.24939364043433,77.40101094031834,1
985,Waste,Pending,3,2,0.22812322461725523,478,1,23.251599883803884,77.402120419815,1
986,Drainage,Pending,0,2,0.06814835452179195,223,1,23.24676737878313,77.40551932007783,1
987,Pothole,Cancelled,1,0,0.2262054928434452,422,0,23.24789263516171,77.40078483193436,1
988,Streetlight,Pending,2,2,0.24952596546467276,319,1,23.24786439415684,77.3989820727486,1
989,Waste,Pending,3,2,0.5506904341751566,478,1,23.251900615183946,77.39994885137563,1
990,Streetlight,Completed,2,1,0.07628688632727029,319,0,23.253421226745164,77.39646184819023,0
991,Pothole,Completed,1,1,0.2990713540557425,422,0,23.249791101562924,77.39861057373783,1
992,Waste,Pending,3,2,0.2692803575802547,478,1,23.24966235655362,77.39918143512378,1
993,Streetlight,Completed,2,1,0.2933364114892763,319,0,23.250140104326228,77.39895182320414,0
994,Waste,Pending,3,2,0.32177551590843717,478,1,23.252323756605215,77.40030470974408,1
995,Pothole,Cancelled,1,0,0.2336145026621851,422,0,23.248145293731618,77.39835516013524,1
996,Waste,Pending,3,2,0.2605332609429079,478,1,23.25047673796547,77.40224206133466,1
997,Waste,Pending,3,2,0.4859941115418599,478,1,23.251950395259566,77.40000041412985,1
998,Waste,Pending,3,2,0.38570303706090586,478,1,23.25100218833988,77.39998139935773,1
999,Waste,Pending,3,2,0.2252403368294118,478,1,23.2503791632332,77.39934421056698,1
1000,Water Supply,Completed,4,1,0.27091832943106037,158,0,23.252002092185133,77.40031038136772,1
1001,Waste,Pending,3,2,0.05018088120581296,478,1,23.244593535414,77.40165019652935,1
1002,Pothole,Pending,1,2,0.21913997594818732,422,1,23.25135575063906,77.39826573956859,1
1003,Waste,Pending,3,2,0.26878772265811934,478,1,23.248691848633744,77.39868376702185,1
1004,Pothole,Pending,1,2,0.08446642030884664,422,1,23.246338734206287,77.39939254794245,1
1005,Water Supply,Pending,4,2,0.2245178702303977,158,1,23.25102240519905,77.39730825815306,2
1006,Waste,Completed,3,1,0.09681872879169003,478,0,23.252747317090325,77.39836148428056,0
1007,Water Supply,Completed,4,1,0.24186836709633194,158,0,23.249725102970743,77.39904755825292,1
1008,Waste,Cancelled,3,0,0.14478159648286568,478,0,23.251905749094405,77.40174877836144,0
1009,Streetlight,Completed,2,1,0.13018837699210736,319,0,23.253224556515978,77.40052512265801,0
1010,Pothole,Completed,1,1,0.196149148290061,422,0,23.252629828907168,77.40038717982274,0
1011,Drainage,Pending,0,2,0.13624916333759668,223,1,23.253279929058746,77.40170179592434,1
1012,Streetlight,Completed,2,1,0.25064608723486187,319,0,23.251484254982145,77.39972525642321,0
1013,Pothole,Completed,1,1,0.39692961098307994,422,0,23.250150867277803,77.40078092969986,1
1014,Waste,Completed,3,1,0.12093143760468711,478,0,23.24679606837621,77.39979355649415,0
1015,Waste,Pending,3,2,0.7867350870783666,478,1,23.249507875023745,77.40053072469881,1
1016,Water Supply,Pending,4,2,0.3937977961335827,158,1,23.248313506809367,77.39883448268478,2
1017,Pothole,Completed,1,1,0.038441631116005154,422,0,23.254341885434997,77.39512236568345,0
1018,Pothole,Completed,1,1,0.2990820262643325,422,0,23.249648228375136,77.39973144167563,1
1019,Drainage,Cancelled,0,0,0.1459412455080736,223,0,23.25024640961357,77.4028454962722,1
1020,Pothole,Pending,1,2,0.19777288650268648,422,1,23.251102970752083,77.4018524308045,1
1021,Water Supply,Pending,4,2,0.2966029359687946,158,1,23.250087204892743,77.40193079496919,2
1022,Streetlight,Pending,2,2,0.11624901844660612,319,1,23.25339010208086,77.40247226144362,1
1023,Streetlight,Completed,2,1,0.31278690608371634,319,0,23.248754701276532,77.40017731518194,0
1024,Drainage,Pending,0,2,0.22405277620130493,223,1,23.250389214910474,77.40039463141481,2
1025,Waste,Pending,3,2,0.4645901132576373,478,1,23.248515058828605,77.39876469620914,1
1026,Waste,Cancelled,3,0,0.14911161630706557,478,0,23.24735995497756,77.39936785428795,0
1027,Pothole,Pending,1,2,0.24023702174950143,422,1,23.24877646181819,77.40123154229954,2
1028,Waste,Completed,3,1,0.18985824095607248,478,0,23.249925926405904,77.40240776887434,0
1029,Streetlight,Pending,2,2,0.6450638051173392,319,1,23.249141395550964,77.39972110744864,1
1030,Water Supply,Completed,4,1,0.29648205217520057,158,0,23.248615158040252,77.3990996214703,1
1031,Pothole,Completed,1,1,0.16183739764038024,422,0,23.247187365072655,77.40000105591771,0
1032,Pothole,Cancelled,1,0,0.4182532157022683,422,0,23.249833788854744,77.40120241349787,1
1033,Water Supply,Cancelled,4,0,0.07818986729842142,158,0,23.246990559251937,77.39711229036774,1
1034,Pothole,Pending,1,2,0.05985867102518007,422,1,23.25152011192738,77.39540763809373,1
1035,Pothole,Pending,1,2,0.306105154766169,422,1,23.25016487950587,77.39889892630102,2
1036,Pothole,Pending,1,2,0.10157893618418151,422,1,23.24708489700107,77.39755857514818,1
1037,Water Supply,Completed,4,1,0.24529314200069632,158,0,23.2493815818459,77.39898371960471,1
1038,Streetlight,Completed,2,1,0.27456398546900235,319,0,23.248495687188814,77.39970443936237,0
1039,Drainage,Pending,0,2,0.27857857278091563,223,1,23.25063834902084,77.39909350318196,2
1040,Drainage,Completed,0,1,0.12514957409162134,223,0,23.252680900892045,77.40290493506895,0
1041,Pothole,Pending,1,2,0.12392122265671518,422,1,23.24624965506071,77.4006534895292,1
1042,Pothole,Completed,1,1,0.4138207314459596,422,0,23.250230052158297,77.40060094871923,1
1043,Drainage,Cancelled,0,0,0.53646781161606,223,0,23.24967973440887,77.40124441428809,1
1044,Pothole,Pending,1,2,0.22530274178809248,422,1,23.251342680152906,77.39772233376445,1
1045,Drainage,Pending,0,2,0.3430331957808283,223,1,23.250426393256475,77.40207822357485,2
1046,Water Supply,Pending,4,2,0.22791023976421246,158,1,23.24849606133652,77.39984847142694,2
1047,Streetlight,Completed,2,1,0.3192537140000866,319,0,23.249361892128668,77.40134096123448,0
1048,Streetlight,Completed,2,1,0.1636926712996688,319,0,23.248407948286392,77.39785628553392,0
1049,Drainage,Pending,0,2,0.10599284138656852,223,1,23.252152014277197,77.39689248246798,1
1050,Drainage,Pending,0,2,0.2002034837287411,223,1,23.250042623297343,77.40163577931605,2
1051,Pothole,Pending,1,2,0.12618555888884966,422,1,23.240752819052194,77.42211987276809,1
1052,Waste,Pending,3,2,0.30654335207822336,478,1,23.238195896891284,77.42123401189916,1
1053,Pothole,Completed,1,1,0.2720917530063674,422,0,23.23826067383745,77.4213671386464,0
1054,Streetlight,Pending,2,2,0.18484068474539062,319,1,23.242250869568828,77.4172680885776,1
1055,Pothole,Completed,1,1,0.13174964290991092,422,0,23.237621176214265,77.42242388797078,0
1056,Streetlight,Completed,2,1,0.15929242237567529,319,0,23.24328534590651,77.42052250106246,0
1057,Pothole,Pending,1,2,0.23427719368706656,422,1,23.238198758530704,77.4192614457215,1
1058,Streetlight,Pending,2,2,0.22670227221450912,319,1,23.241276783851216,77.42028677693469,1
1059,Waste,Completed,3,1,0.07762597841145824,478,0,23.2393427630485,77.41644752953421,0
1060,Streetlight,Cancelled,2,0,0.4247266540189275,319,0,23.241206374862163,77.42081730562296,0
1061,Pothole,Pending,1,2,0.18703467595480952,422,1,23.23891177199577,77.41794125698364,1
1062,Waste,Pending,3,2,0.1806505953542479,478,1,23.239674414187853,77.41729465942831,1
1063,Waste,Pending,3,2,0.1622073211294675,478,1,23.24008183835079,77.41695528162757,1
1064,Streetlight,Completed,2,1,0.14625061685890428,319,0,23.23799562508843,77.42222537674998,0
1065,Pothole,Pending,1,2,0.26133402305829967,422,1,23.24148164869084,77.41874147321262,1
1066,Waste,Pending,3,2,0.14996722850005242,478,1,23.238973572867057,77.42306745541984,1
1067,Water Supply,Completed,4,1,0.18377210343594877,158,0,23.23954280016932,77.4189283970739,1
1068,Streetlight,Completed,2,1,0.0836450060321434,319,0,23.238011301250783,77.41658528408482,0
1069,Water Supply,Pending,4,2,0.04551314419806887,158,1,23.234875332682407,77.4177669511201,2
1070,Pothole,Completed,1,1,0.19727684967024578,422,0,23.2396179444748,77.42247162324001,0
1071,Pothole,Completed,1,1,0.04839106154937366,422,0,23.244825230843222,77.41968820364413,0
1072,Drainage,Pending,0,2,0.21323932124975337,223,1,23.241569208575793,77.41890342540702,1
1073,Pothole,Pending,1,2,0.2265248563968501,422,1,23.23996147924053,77.42032003645171,2
1074,Streetlight,Completed,2,1,0.38969295721784947,319,0,23.23947421834158,77.42100356547233,0
1075,Waste,Pending,3,2,0.14725670818547865,478,1,23.240044931785626,77.4222347976318,1
1076,Pothole,Completed,1,1,0.2034106246199333,422,0,23.24109423823035,77.42289699845979,0
1077,Waste,Cancelled,3,0,0.22854876493126738,478,0,23.237638374369386,77.41928046270843,0
1078,Waste,Pending,3,2,0.1834549967671722,478,1,23.242228643389335,77.41734790462783,1
1079,Waste,Pending,3,2,0.16513369869317143,478,1,23.24143076263088,77.41917306967775,1
1080,Waste,Pending,3,2,0.35566336237744695,478,1,23.241436371451417,77.42052056101316,1
1081,Water Supply,Completed,4,1,0.213317644082431,158,0,23.240876951477617,77.41807248214758,1
1082,Waste,Cancelled,3,0,0.2727874693189996,478,0,23.240039233315382,77.41808569817022,0
1083,Streetlight,Completed,2,1,0.4617996098907333,319,0,23.241345722471937,77.4206875757631,0
1084,Drainage,Pending,0,2,0.29266169200446923,223,1,23.24118362826748,77.41990269529686,1
1085,Streetlight,Completed,2,1,0.26436185805975904,319,0,23.23929191857812,77.42006559399083,0
1086,Waste,Pending,3,2,0.2637092644779746,478,1,23.238852796454204,77.4184830093306,1
1087,Streetlight,Completed,2,1,0.5721639091282908,319,0,23.24020371259052,77.41953919857158,0
1088,Streetlight,Pending,2,2,0.11840763252738544,319,1,23.24309804030299,77.41815153371147,1
1089,Streetlight,Pending,2,2,0.18571225258437615,319,1,23.237521785848692,77.42178039682226,1
1090,Drainage,Completed,0,1,0.10645087223779728,223,0,23.237064949468493,77.42207049866946,0
1091,Water Supply,Completed,4,1,0.08960502373134246,158,0,23.240329521682472,77.41630762427553,1
1092,Streetlight,Pending,2,2,0.29874516442833443,319,1,23.240101775403712,77.41814097827962,1
1093,Pothole,Pending,1,2,0.1614822499063848,422,1,23.240346683328735,77.41700694148982,1
1094,Streetlight,Completed,2,1,0.17337488186298203,319,0,23.240487906395817,77.41869995213119,0
1095,Waste,Completed,3,1,0.32416556455432866,478,0,23.23955359549073,77.41983312406042,0
1096,Drainage,Pending,0,2,0.09835374426526741,223,1,23.2429797268772,77.4171007095606,1
1097,Waste,Pending,3,2,0.07839051110259258,478,1,23.236798192043047,77.41815628037375,1
1098,Pothole,Pending,1,2,0.16205265405368,422,1,23.238343005950437,77.41799208525583,1
1099,Drainage,Cancelled,0,0,0.22468526402474073,223,0,23.239793490479705,77.4204145346588,1
1100,Streetlight,Completed,2,1,0.1478452413808624,319,0,23.23671362237769,77.42013868867407,0
1101,Pothole,Completed,1,1,0.22879526448195692,422,0,23.239648291191138,77.41855652489333,0
1102,Pothole,Completed,1,1,0.20241641557961124,422,0,23.243322940331453,77.42035364174428,0
1103,Drainage,Pending,0,2,0.24460936983267106,223,1,23.24004177297659,77.41890663983082,1
1104,Pothole,Completed,1,1,0.22067719111887188,422,0,23.240461401811437,77.41945668977935,1
1105,Drainage,Pending,0,2,0.09806648595414667,223,1,23.237479670469657,77.4233469041806,1
1106,Waste,Pending,3,2,0.1956890608502992,478,1,23.23876727718392,77.42268092210358,1
1107,Drainage,Pending,0,2,0.19886368910041843,223,1,23.23924960723935,77.41740083752615,1
1108,Drainage,Pending,0,2,0.3378129887737042,223,1,23.239364569806487,77.42165946483576,1
1109,Waste,Cancelled,3,0,0.16858590208695726,478,0,23.24256328759001,77.42162279310898,0
1110,Pothole,Pending,1,2,0.33416498498629593,422,1,23.24111538212145,77.41770347342249,1
1111,Waste,Completed,3,1,0.22446229972199647,478,0,23.23777708408613,77.42163755528752,0
1112,Streetlight,Completed,2,1,0.11276239884680737,319,0,23.24049300955686,77.42307586383683,0
1113,Pothole,Pending,1,2,0.3470721989305765,422,1,23.240996443496993,77.41775491038752,1
1114,Streetlight,Pending,2,2,0.10398232742582215,319,1,23.24228029807704,77.41816499435798,1
1115,Waste,Pending,3,2,0.14513815334800312,478,1,23.243161081373135,77.4220353229337,1
1116,Waste,Completed,3,1,0.1647389273699927,478,0,23.237969811616345,77.42054299062166,0
1117,Waste,Pending,3,2,0.22578776844163503,478,1,23.23837828497758,77.42110295255048,1
1118,Pothole,Pending,1,2,0.16839378236564093,422,1,23.237484844282168,77.4206811784328,1
1119,Streetlight,Completed,2,1,0.32257038106646546,319,0,23.239531960281784,77.42078139184186,0
1120,Drainage,Completed,0,1,0.3050902299353528,223,0,23.24093271674889,77.41734705574338,0
1121,Streetlight,Pending,2,2,0.1918530473293221,319,1,23.241974669033176,77.42209463541325,1
1122,Pothole,Completed,1,1,0.1807373657514326,422,0,23.239848097952713,77.42233917998486,0
1123,Water Supply,Completed,4,1,0.22607393252351482,158,0,23.23936030495349,77.41954121851187,1
1124,Streetlight,Completed,2,1,0.3274744072945979,319,0,23.240303515984497,77.41991304610038,0
1125,Water Supply,Completed,4,1,0.09709481130516329,158,0,23.238329714196738,77.41693778499489,1
1126,Pothole,Pending,1,2,0.08044081458099762,422,1,23.244179077443388,77.42102850951204,1
1127,Waste,Completed,3,1,0.1111749835195505,478,0,23.236784677945764,77.42114411488343,0
1128,Waste,Completed,3,1,0.30453326339294795,478,0,23.24036948115779,77.419875617966,0
1129,Streetlight,Completed,2,1,0.08587516168750531,319,0,23.244047212438456,77.42224870671974,0
1130,Waste,Completed,3,1,0.4728771957228395,478,0,23.240013599689117,77.41933184553804,0
1131,Pothole,Completed,1,1,0.3205871587525049,422,0,23.239619921929997,77.42112921185179,0
1132,Pothole,Pending,1,2,0.2117131033356588,422,1,23.239285109154377,77.41796067132262,1
1133,Streetlight,Completed,2,1,0.37191393307982773,319,0,23.239639216636473,77.41995289569826,0
1134,Streetlight,Completed,2,1,0.16827605638730306,319,0,23.242745696949353,77.4196512914842,0
1135,Waste,Completed,3,1,0.06128022845480828,478,0,23.23557627617734,77.42045061584409,0
1136,Pothole,Pending,1,2,0.16886038454302305,422,1,23.24306686740259,77.41926094614233,1
1137,Streetlight,Cancelled,2,0,0.19533463400931844,319,0,23.237152085695097,77.41973705480866,0
1138,Water Supply,Completed,4,1,0.35015745548578137,158,0,23.23946669534153,77.42165209434289,1
1139,Streetlight,Pending,2,2,0.30335840780388734,319,1,23.239141511159403,77.41912647152553,1
1140,Water Supply,Completed,4,1,0.12886727270386558,158,0,23.24117710653954,77.41678684579853,1
1141,Drainage,Completed,0,1,0.09901167027028611,223,0,23.236803751296232,77.42349916780842,0
1142,Streetlight,Completed,2,1,0.19853467920628992,319,0,23.24092434533216,77.42276290815738,0
1143,Waste,Pending,3,2,0.07654473105753908,478,1,23.244048619246573,77.4174154746098,1
1144,Streetlight,Completed,2,1,0.14505448389855838,319,0,23.23727365199081,77.42137941561049,0
1145,Streetlight,Pending,2,2,0.19506786184266225,319,1,23.24037941233522,77.4189940504589,1
1146,Streetlight,Completed,2,1,0.25285986231522667,319,0,23.238676035644406,77.42052697443066,0
1147,Pothole,Completed,1,1,0.35953291832653494,422,0,23.240851774412384,77.42058844825803,1
1148,Pothole,Completed,1,1,0.5606769746590814,422,0,23.24003829555483,77.41953118439937,1
1149,Pothole,Completed,1,1,0.24967042370516312,422,0,23.23871702618191,77.41843246866883,0
1150,Pothole,Completed,1,1,0.2402571799944148,422,0,23.24097574456974,77.41861891789537,0
1151,Waste,Pending,3,2,0.13949087637778496,478,1,23.24360869621957,77.41816761616904,1
1152,Drainage,Completed,0,1,0.23447708439807646,223,0,23.239618192416543,77.41833635558353,0
1153,Waste,Pending,3,2,0.23143459795442434,478,1,23.241439515884295,77.4198656434199,1
1154,Waste,Pending,3,2,0.11167653251079555,478,1,23.237413454084255,77.41856848002178,1
1155,Pothole,Pending,1,2,0.26533887038460224,422,1,23.238087127246363,77.42136410413143,1
1156,Streetlight,Completed,2,1,0.19822524910255682,319,0,23.24094481255576,77.42297449231067,0
1157,Pothole,Pending,1,2,0.15888858922998422,422,1,23.24296823205707,77.41883989351726,1
1158,Waste,Pending,3,2,0.3186127927565893,478,1,23.24071122669757,77.42047880900107,1
1159,Streetlight,Pending,2,2,0.33839971297758586,319,1,23.239373883938953,77.42099937022061,1
1160,Pothole,Pending,1,2,0.20724619990064824,422,1,23.239998582810845,77.42094400454184,2
1161,Water Supply,Completed,4,1,0.15601514985125473,158,0,23.23749918453206,77.42015191053584,1
1162,Water Supply,Completed,4,1,0.14379672609705552,158,0,23.24120903065271,77.42148536483673,1
1163,Pothole,Pending,1,2,0.17470559098345803,422,1,23.241764666124645,77.42096449790536,1
1164,Pothole,Completed,1,1,0.2126813220735695,422,0,23.23909581933433,77.41752467515535,0
1165,Streetlight,Completed,2,1,0.2829346442543609,319,0,23.23905991570448,77.42173831212878,0
1166,Waste,Completed,3,1,0.1357718623238689,478,0,23.2405317564593,77.42177458167454,0
1167,Pothole,Pending,1,2,0.19795740566519604,422,1,23.23912656052792,77.41847342779164,1
1168,Pothole,Completed,1,1,0.2740911225441676,422,0,23.239867734770748,77.4200758756709,1
1169,Water Supply,Pending,4,2,0.07846699327491442,158,1,23.24419944357833,77.42136665798563,2
1170,Waste,Pending,3,2,0.24357552666159135,478,1,23.239505948598502,77.41958137236084,1
1171,Streetlight,Pending,2,2,0.3016956863568014,319,1,23.239283319695957,77.42214595609553,1
1172,Streetlight,Completed,2,1,0.06725281815941096,319,0,23.238704916388727,77.42472774498924,0
1173,Pothole,Pending,1,2,0.2418131222858021,422,1,23.241488383942997,77.41842802793474,1
1174,Waste,Pending,3,2,0.1842154593873663,478,1,23.23963755165356,77.41723791079369,1
1175,Water Supply,Pending,4,2,0.24533372357215666,158,1,23.238701253923356,77.42060763719121,2
1176,Pothole,Completed,1,1,0.18485610634487387,422,0,23.242642608064543,77.42144312501026,0
1177,Streetlight,Completed,2,1,0.1757824436402776,319,0,23.242839206009027,77.4195382672523,0
1178,Waste,Pending,3,2,0.17963612663029963,478,1,23.23879915286852,77.42290652132664,1
1179,Pothole,Completed,1,1,0.050113591802682815,422,0,23.23626692009728,77.41732278840055,0
1180,Pothole,Completed,1,1,0.14698608740188362,422,0,23.242015027379672,77.42138583724606,0
1181,Waste,Completed,3,1,0.172254060203413,478,0,23.23863074034848,77.41878827835848,0
1182,Waste,Pending,3,2,0.12311883165854454,478,1,23.241581251198323,77.42343875581241,1
1183,Drainage,Completed,0,1,0.06848835021726885,223,0,23.236059792364575,77.42398503070633,0
1184,Waste,Pending,3,2,0.17970646003033083,478,1,23.2417851946766,77.41846668682443,1
1185,Waste,Completed,3,1,0.14861400954581852,478,0,23.237577656141436,77.41890088572818,0
1186,Pothole,Pending,1,2,0.23310019595673814,422,1,23.24146152823813,77.42171917577396,1
1187,Drainage,Pending,0,2,0.346739463959604,223,1,23.240028546135672,77.41922573870042,1
1188,Waste,Pending,3,2,0.14947021021709733,478,1,23.238092121161205,77.41990917756414,1
1189,Streetlight,Completed,2,1,0.2467007237441796,319,0,23.239185927374145,77.42005077684108,0
1190,Waste,Pending,3,2,0.0789742078602375,478,1,23.241372636913912,77.41616065368761,1
1191,Waste,Completed,3,1,0.29131554459726333,478,0,23.24021178890623,77.41997232450781,0
1192,Waste,Pending,3,2,0.2963015882321445,478,1,23.241168825960944,77.41862054445187,1
1193,Drainage,Completed,0,1,0.08797340853191071,223,0,23.24395288116903,77.4190137543552,0
1194,Waste,Completed,3,1,0.09204971326642299,478,0,23.236871516776574,77.42288726400695,0
1195,Waste,Pending,3,2,0.10562378344254918,478,1,23.243234425149936,77.41748698621144,1
1196,Pothole,Completed,1,1,0.13085036379978585,422,0,23.240208711875045,77.42162641037349,0
1197,Drainage,Completed,0,1,0.2692171124600672,223,0,23.238202431903353,77.41944207413934,0
1198,Waste,Pending,3,2,0.21232319221063176,478,1,23.23733937274852,77.41944047966301,1
1199,Pothole,Completed,1,1,0.2586122640032173,422,0,23.239621759218444,77.4215807437921,0
1200,Waste,Pending,3,2,0.1762850934885834,478,1,23.24184330022385,77.42068010258915,1
1201,Pothole,Completed,1,1,0.2694675309281654,422,0,23.239744901759245,77.42114122599445,0
1202,Streetlight,Completed,2,1,0.16237395534144647,319,0,23.243022309860493,77.42193636932107,0
